0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
JLPT-N3	1524	チャンス		Noun	1.-chance; opportunity	2.-Chance																		
JLPT-N3	1525	デート		Noun, Suru verb	1.-date (with someone)	2.-date (day)	3.-Dating																	
JLPT-N3	1526	トランプ		Noun	1.-(Western) playing cards	2.-Playing card																		
JLPT-N3	1527	ユーモア		Noun	1.-humor; humour	2.-Humour	3.-ヒューマー																	
JLPT-N3	1528	チーズ		Noun	1.-cheese	2.-tee (piping); T-joint	3.-cheese (said when taking a photograph)	4.-Cheese																
JLPT-N3	1529	インク		Noun, No-adjective	1.-ink	2.-Ink	3.-インキ																	
JLPT-N3	1530	パスポート		Noun	1.-passport	2.-Passport																		
JLPT-N3	1531	ドライブ		Noun	1.-drive; trip by car; driving	2.-to (go for a) drive; to go on a trip by car	3.-to drive (e.g. a car)	4.-to drive (innovation, change, etc.); to propel	5.-drive	6.-Drive														
JLPT-N3	1532	スケート		Noun, Suru verb	1.-skating (esp. ice); skate; skates	2.-Ice skating																		
JLPT-N3	1533	ノック		Noun, Suru verb	1.-knock; knocking	2.-fungo hitting; hitting balls for fielding practice	3.-Knock																	
JLPT-N3	1534	パーセント		Noun	1.-percent; percentage	2.-Percentage																		
JLPT-N3	1535	トンネル		Noun	1.-tunnel	2.-to tunnel (through a potential barrier)	3.-letting a grounder go through one's legs	4.-Tunnel																
JLPT-N3	1536	キャンプ		Noun, Suru verb	1.-camp	2.-Camping																		
JLPT-N3	1537	ヨット		Noun	1.-yacht (esp. a sailing boat with one mast); sailing boat; sailboat	2.-Yacht																		
JLPT-N3	1538	ハイキング		Noun	1.-hiking	2.-Hiking																		
JLPT-N3	1539	パイロット		Noun	1.-pilot	2.-Pilot																		
JLPT-N3	1540	スタイル		Noun	1.-figure; body build	2.-style	3.-Style																	
JLPT-N3	1541	アルバム		Noun	1.-album	2.-Album																		
JLPT-N3	1542	ラケット		Noun	1.-racket; paddle (in table-tennis)	2.-Racquet																		
JLPT-N3	1543	タイプライター		Noun	1.-typewriter	2.-Typewriter	3.-タイプライタ																	
JLPT-N3	1544	タオル		Noun	1.-towel	2.-Towel																		
JLPT-N3	1545	ウイスキー		Noun	1.-whisky; whiskey	2.-Whisky	3.-ウィスキー、ウヰスキー、ウイスキ、ウィスキ、ウスケ、ヰスキー、ウイスケ、ウヰスキ、ウヰスケ、ヰスキ																	
JLPT-N3	1546	ロケット		Noun	1.-rocket	2.-locket	3.-Rocket																	
JLPT-N3	1547	アイスクリーム		Noun	1.-ice cream; icecream	2.-Ice cream																		
JLPT-N3	1548	テント		Noun	1.-tent	2.-Tent																		
JLPT-N3	1549	パイプ		Noun	1.-pipe; tube	2.-channels, official or otherwise; (business) connections	3.-tobacco pipe	4.-Pipe (fluid conveyance)																
JLPT-N3	1550	ブレーキ		Noun	1.-brake	2.-Brake																		
JLPT-N3	1551	ジェット機	き	Noun	1.-jet aeroplane; jet airplane	2.-Jet aircraft																		
JLPT-N3	1552	コーチ		Noun, Suru verb	1.-coach	2.-Coach (sport)																		
JLPT-N3	1553	霜	しも	Noun	1.-frost	2.-Frost																		
JLPT-N3	1554	ベルト		Noun	1.-belt (waist, seat, etc.); strap	2.-belt; zone; area	3.-drive belt; machine belt	4.-Belt																
JLPT-N3	1555	ケース		Noun	1.-case (e.g. receptacle, condition, event, legal action, letter style, etc.)	2.-Computer-Aided Software Engineering; CASE	3.-Case	4.-ケイス																
JLPT-N3	1556	ライター		Noun	1.-lighter	2.-writer	3.-Lighter	4.-ライタ																
JLPT-N3	1557	ジュース		Noun	1.-juice	2.-soft drink	3.-Juice																	
JLPT-N3	1558	アイロン		Noun	1.-iron (for pressing clothes)	2.-hair iron; hair tong; curling tong	3.-Clothes iron																	
JLPT-N3	1559	ＯＵＴ		Noun	1.-out (of a ball, in tennis, etc.); outside the line	2.-out; putout	3.-outer; external; outside	4.-exit; exit here	5.-front nine (golf)	6.-no good; unacceptable; out of line; over; finished; disqualified	7.-Out													
JLPT-N3	1560	プラス		Noun, Suru verb	1.-plus; addition	2.-positive number	3.-gain; advantage; asset; positive feature	4.-anode; plus terminal; positive pole	5.-+ shape	6.-Plus														
JLPT-N3	1561	スタンド		Noun	1.-stands; bleachers	2.-stand (e.g. newspaper stand); counter (e.g. lunch counter)	3.-stand (e.g. inkstand)	4.-desk lamp; floor lamp; standard lamp	5.-station (e.g. gas station)	6.-Stand														
JLPT-N3	1562	日本	にほん	Noun	1.-Japan	2.-Japan																		
JLPT-N3	1563	オフィス		Noun	1.-office	2.-Office																		
JLPT-N3	1564	キャプテン		Noun	1.-captain	2.-Captain																		
JLPT-N3	1565	ジーンズ		Noun	1.-jeans	2.-denim; jean	3.-Jeans	4.-ジンス																
JLPT-N3	1566	マスター		Suru verb	1.-to master (a skill)	2.-proprietor; manager; owner; barkeeper	3.-leader; chief; head	4.-master (of arts, science, etc.)	5.-master (recording)	6.-master (device)	7.-Master	8.-マスタ												
JLPT-N3	1567	パス		Noun, Suru verb	1.-passing (a test, examination, etc.)	2.-pass (for admission, transport, etc.); ticket	3.-pass (of a ball)	4.-(giving something a) pass; skipping (one's turn)	5.-path (file, directory, graphics)	6.-Pass														
JLPT-N3	1568	カー		Noun	1.-car	2.-Kerr																		
JLPT-N3	1569	グランド		No-adjective	1.-large	2.-gland	3.-ground (e.g. land, electrical, base material of textiles, etc.)	4.-Grand	5.-グラン															
JLPT-N3	1570	一人	ひとり	Noun	1.-one person	2.-being alone; being by oneself	3.-being single; being unmarried	4.-by oneself; alone	5.-just; only; simply															
JLPT-N3	1571	側	そば	Noun	1.-near; close; beside; vicinity; proximity; besides; while	2.-third person																		
JLPT-N3	1572	否	いいえ	Other forms	1.-no; nay	2.-well; er; why	3.-you're welcome; not at all; don't mention it																	
JLPT-N3	1573	七	しち	Numeric	1.-seven	2.-hepta-																		
JLPT-N3	1574	四	し	Numeric	1.-four																			
JLPT-N3	1575	此処	ここ	Pronoun	1.-here (place physically close to the speaker, place pointed by the speaker while explaining); this place	2.-these last (followed by a duration noun and a past sentence: time period before the present time of the speaker)	3.-these next ... (followed by a duration noun and a non past sentence: time period after the present time of the speaker); the next ...																	
JLPT-N3	1576	未だ	ま	Adverb	1.-still; as yet; hitherto; only	2.-not yet	3.-more; besides	4.-unfinished; incomplete; not yet finished with																
JLPT-N3	1577	他	ほか	Noun, No-adjective	1.-other (place, thing, person); the rest	2.-outside; beyond	3.-nothing except; nothing but; nothing apart from; nothing aside from; no choice (but to)	4.-besides...; in addition to...																
JLPT-N3	1578	誰か	だれ	Pronoun	1.-someone; somebody																			
JLPT-N3	1579	然して	そ	Conjunction	1.-and; and then; thus; and now; and finally																			
JLPT-N3	1580	ゆっくり		Adverb, Adverb taking the 'to' particle, Suru verb	1.-slowly; unhurriedly; without haste; leisurely; at one's leisure	2.-easily (e.g. in time); well; sufficiently; amply; with time to spare	3.-well (e.g. sleep); comfortably																	
JLPT-N3	1581	明後日	あさって	Adverbial noun, Temporal noun	1.-day after tomorrow																			
JLPT-N3	1582	何れ	ど	Pronoun	1.-which (of three or more)	2.-whichever; any	3.-well; now; let me see																	
JLPT-N3	1583	二十歳	はたち	Noun	1.-20 years old	2.-twenty																		
JLPT-N3	1584	では		Conjunction	1.-then; well; so; well then	2.-if not ...; unless ...																		
JLPT-N3	1585	内	うち	Noun	1.-inside; within	2.-while (e.g. one is young); during; within (e.g. a day); in the course of	3.-among; amongst; (out) of; between	4.-in (secret, chaos, poverty, etc.); amidst; with (e.g. success)	5.-within oneself; one's feelings; inner thoughts	6.-we; our company; our organization	7.-one's home; one's family	8.-my spouse; my husband; my wife	9.-signed on behalf of (husband's name) by his wife	10.-I; me	11.-imperial palace grounds	12.-emperor								
JLPT-N3	1586	そう		Adverb	1.-so; really; seeming	2.-appearing that; seeming that; looking like; having the appearance of																		
JLPT-N3	1587	だから		Conjunction	1.-so; therefore; accordingly; consequently; on those grounds; that is why; for that reason																			
JLPT-N3	1588	レポート		Noun, Suru verb	1.-report; paper	2.-reportage	3.-リポート																	
JLPT-N3	1589	すると		Conjunction	1.-thereupon; hereupon																			
JLPT-N3	1590	日中	にっちゅう	Adverbial noun, Temporal noun	1.-daytime; during the day	2.-Japan and China	3.-Nicchuu																	
JLPT-N3	1591	ゴール		Noun, Suru verb	1.-goal; basket (basketball); finishing line; winning post	2.-Gaul	3.-Gol; Gall; Gaul; Gohl; Gorr																	
JLPT-N3	1592	セット		Noun, Suru verb	1.-set	2.-set meal; combo-meal; combo; combination meal	3.-hairdo	4.-Sete																
JLPT-N3	1593	センター		Noun	1.-centre; center	2.-Senta	3.-センタ																	
JLPT-N3	1594	マーケット		Noun	1.-market	2.-Marquette; Marquat																		
JLPT-N3	1595	バン		Noun	1.-bun	2.-van (caravan)	3.-bang	4.-ban (esp. of a player from an online game)	5.-Van (Turkey); Bang; Wend															
JLPT-N3	1596	居る	お	Godan verb with ru ending, intransitive verb	1.-to be (animate); to be; to exist	2.-to be ..ing	3.-to (have the audacity to) do																	
JLPT-N3	1597	何か	なに	Adverb	1.-something; some; any	2.-somehow; for some reason	3.-(is there) something (you want, etc.)																	
JLPT-N3	1598	後	ご	Suffix	1.-after																			
JLPT-N3	1599	何でも	なん	Expression	1.-any; anything; whatever; whatever one likes; everything; all	2.-I am told; I hear; I understand; they say																		
JLPT-N3	1600	数	かず	Noun	1.-number; amount																			
JLPT-N3	1601	名	な	Noun	1.-name; given name	2.-title	3.-fame; renown; reputation	4.-pretext; pretense; justification; appearance																
JLPT-N3	1602	出来るだけ	でき	Expression, Adverb, No-adjective	1.-as much as one can; as much as possible; if at all possible																			
JLPT-N3	1603	訳	やく	Noun, Noun - used as a suffix	"1.-translation; version (e.g. ""English version"")"																			
JLPT-N3	1604	何とか	なん	Expression	1.-something; something or other; so-and-so	2.-somehow; anyhow; one way or another																		
JLPT-N3	1605	何時か	いつ	Adverb	1.-sometime; someday; one day; some time or other; the other day; in due course; in time																			
JLPT-N3	1606	楽	らく	Noun, Na-adjective	1.-comfort; ease; relief; (at) peace; relaxation	2.-easy; simple; without trouble; without hardships	3.-(economically) comfortable	4.-raku pottery																
JLPT-N3	1607	行き	い	Noun	1.-the way there; outbound leg; outbound trip; departing leg	2.-bound for ...	3.-outbound ticket																	
JLPT-N3	1608	流行	りゅうこう	Noun, Suru verb, No-adjective	1.-fashion; fad; vogue; craze	2.-prevalence (e.g. of a disease)																		
JLPT-N3	1609	故郷	ふるさと	Noun	1.-home town; birthplace; native place; one's old home	2.-ruins; historic remains																		
JLPT-N3	1610	台	だい	Noun, Noun - used as a suffix	1.-stand; rack; table; bench; podium; pedestal; platform; stage	2.-support; holder; rack	3.-counter for machines, incl. vehicles	4.-setting (e.g. in jewellery)	5.-level (e.g. price level); range (e.g. after physical units); period (of time, e.g. a decade of one's life)	6.-elevated area	7.-viewing platform	8.-dish tray	9.-meal	10.-tall building; tower										
JLPT-N3	1611	悪口	わるぐち	Noun, Suru verb	1.-slander; bad-mouthing; abuse; insult; speaking ill (of)																			
JLPT-N3	1612	お互い	たが	Noun, No-adjective, Adverb	1.-each other; one another																			
JLPT-N3	1613	世間	せけん	Noun	1.-world; society; people; the public	2.-Loka																		
JLPT-N3	1614	預ける	あず	Ichidan verb, Transitive verb	1.-to leave (in someone's keeping); to put (in someone's care); to place (in someone's custody); to entrust (someone) with; to deposit	2.-to put (someone) in charge of; to leave (a matter) in someone's hands; to let (someone) decide	3.-to lean on; to put one's weight on																	
JLPT-N3	1615	主に	おも	Adverb	1.-mainly; primarily																			
JLPT-N3	1616	背	せい	Noun	1.-height; stature																			
JLPT-N3	1617	一種	いっしゅ	Adverb, Noun	1.-species; kind; variety																			
JLPT-N3	1618	腰	こし	Noun	1.-back; lower back; waist; hips; lumbar region	2.-body (of hair, noodle, paper, etc.); resilience; spring	3.-Waist	4.-コシ																
JLPT-N3	1619	税	ぜい	Noun, Suffix	1.-tax																			
JLPT-N3	1620	末	すえ	Noun	1.-end; tip; top	2.-end (of the year, month, etc.); close	3.-youngest child	4.-descendants; offspring; posterity	5.-future	6.-(finally) after; (at last) after; at the end of	7.-trifles; trivialities	8.-degenerate age												
JLPT-N3	1621	居間	いま	Noun	1.-living room (Western style); sitting room	2.-Living room																		
JLPT-N3	1622	端	はし	Noun	1.-end (e.g. of street); tip; point; edge; margin	2.-beginning; start; first	3.-odds and ends; scrap; odd bit; least																	
JLPT-N3	1623	資源	しげん	Noun	1.-resources	2.-Resource																		
JLPT-N3	1624	同一	どういつ	No-adjective, Na-adjective	1.-identical; same; one and the same; equal	2.-fair; equal treatment; without discrimination																		
JLPT-N3	1625	章	しょう	Noun	1.-chapter; section	2.-medal; badge; insignia																		
JLPT-N3	1626	医療	いりょう	Noun, No-adjective	1.-medical care; medical treatment	2.-Health care																		
JLPT-N3	1627	縁	ふち	Noun	1.-rim; brim; edge; brink																			
JLPT-N3	1628	土	つち	Noun	1.-earth; soil; dirt; clay; mud	2.-the earth (historically, esp. as opposed to the heavens); the ground; the land	3.-low-quality torinoko-gami (containing mud)	4.-(period of) refraining from construction in the direction of the god of the earth (in Onmyōdō)																
